FULL1_NAME,County
"Traverse County, Minnesota",2661
"Travis County, Texas",1167
"Treasure County, Montana",3080
"Trego County, Kansas",3010
"Trempealeau County, Wisconsin",801
"Treutlen County, Georgia",2771
"Trigg County, Kentucky",1937
"Trimble County, Kentucky",2542
"Trinity County, California",1024
"Trinity County, Texas",1935
"Troup County, Georgia",1454
"Trousdale County, Tennessee",1099
"Trujillo Alto County, Puerto Rico",2160
"Trumbull County, Ohio",200
"Tucker County, West Virginia",2005
"Tulare County, California",106
"Tulsa County, Oklahoma",74
"Tunica County, Mississippi",2742
"Tuolumne County, California",553
"Turner County, Georgia",2377
"Turner County, South Dakota",2883
"Tuscaloosa County, Alabama",220
"Tuscarawas County, Ohio",398
"Tuscola County, Michigan",1497
"Twiggs County, Georgia",2753
"Twin Falls County, Idaho",1412
"Tyler County, Texas",2064
"Tyler County, West Virginia",2750
"Tyrrell County, North Carolina",1140
"Uinta County, Wyoming",2066
"Uintah County, Utah",1706
"Ulster County, New York",227
"Umatilla County, Oregon",451
"Unicoi County, Tennessee",943
"Union County, Arkansas",677
"Union County, Florida",2573
"Union County, Georgia",1849
"Union County, Iowa",2733
"Union County, Illinois",2501
"Union County, Indiana",2685
"Union County, Kentucky",2574
"Union County, Louisiana",2060
"Union County, Mississippi",2194
"Union County, North Carolina",208
"Union County, New Jersey",84
"Union County, New Mexico",2955
"Union County, Ohio",574
"Union County, Oregon",837
"Union County, Pennsylvania",1568
"Union County, South Carolina",2481
"Union County, South Dakota",2520
"Union County, Tennessee",932
#N/A,3091
"Upshur County, Texas",1620
"Upshur County, West Virginia",1811
"Upson County, Georgia",1764
"Upton County, Texas",2990
"Utah County, Utah",1189
"Uvalde County, Texas",2198
"Val Verde County, Texas",1536
"Valdez Cordova County, Alaska",2361
"Valencia County, New Mexico",1415
"Valley County, Idaho",1967
"Valley County, Montana",2417
"Valley County, Nebraska",2792
"Van Buren County, Arkansas",961
"Van Buren County, Iowa",2765
"Van Buren County, Michigan",1416
"Van Buren County, Tennessee",2438
"Van Wert County, Ohio",802
"Van Zandt County, Texas",1517
"Vance County, North Carolina",635
"Vanderburgh County, Indiana",1268
"Vega Alta County, Puerto Rico",2458
"Vega Baja County, Puerto Rico",2473
"Venango County, Pennsylvania",557
"Ventura County, California",45
"Vermilion County, Illinois",1401
"Vermilion County, Louisiana",1488
"Vermillion County, Indiana",2670
"Vernon County, Louisiana",2010
"Vernon County, Missouri",1853
"Vernon County, Wisconsin",794
"Victoria County, Texas",1389
"Vigo County, Indiana",1352
"Vilas County, Wisconsin",897
"Vinton County, Ohio",1027
"Virginia Beach City County, Virginia",109
"Volusia County, Florida",1192
"Wabash County, Illinois",2529
"Wabash County, Indiana",1987
"Wabasha County, Minnesota",1841
"Wabaunsee County, Kansas",2900
"Wadena County, Minnesota",2304
"Wagoner County, Oklahoma",464
"Wahkiakum County, Washington",1143
"Wake County, North Carolina",40
"Wakulla County, Florida",1724
"Waldo County, Maine",1625
"Walker County, Alabama",484
"Walker County, Georgia",1448
"Walker County, Texas",1449
"Walla Walla County, Washington",537
"Wallace County, Kansas",3064
"Waller County, Texas",1582
"Wallowa County, Oregon",1113
"Walsh County, North Dakota",2863
"Walthall County, Mississippi",2285
"Walton County, Florida",1503
"Walton County, Georgia",1392
"Walworth County, Wisconsin",363
"Wapello County, Iowa",740
"Ward County, North Dakota",1476
"Ward County, Texas",2676
"Ware County, Georgia",1650
"Warren County, Georgia",2781
"Warren County, Iowa",625
"Warren County, Illinois",2502
"Warren County, Indiana",2684
"Warren County, Kentucky",342
"Warren County, Missouri",1707
"Warren County, Mississippi",1537
"Warren County, North Carolina",905
"Warren County, New Jersey",345
"Warren County, New York",493
"Warren County, Ohio",198
"Warren County, Pennsylvania",1599
"Warren County, Tennessee",1615
"Warren County, Virginia",717
"Warrick County, Indiana",1482
"Wasatch County, Utah",1819
"Wasco County, Oregon",845
"Waseca County, Minnesota",1873
"Washakie County, Wyoming",2390
"Washburn County, Wisconsin",980
"Washington County, Alabama",2723
"Washington County, Arkansas",206
"Washington County, Colorado",2628
"Washington County, Florida",1801
"Washington County, Georgia",2237
"Washington County, Iowa",2228
"Washington County, Idaho",1965
"Washington County, Illinois",2517
"Washington County, Indiana",2037
"Washington County, Kansas",2925
"Washington County, Kentucky",2333
"Washington County, Louisiana",1550
"Washington County, Maryland",283
"Washington County, Maine",1700
"Washington County, Minnesota",183
"Washington County, Missouri",1798
"Washington County, Mississippi",2168
"Washington County, North Carolina",1031
"Washington County, Nebraska",921
"Washington County, New York",506
"Washington County, Ohio",516
"Washington County, Oklahoma",587
"Washington County, Oregon",87
"Washington County, Pennsylvania",201
"Washington County, Rhode Island",313
"Washington County, Tennessee",320
"Washington County, Texas",1684
"Washington County, Utah",1308
"Washington County, Virginia",558
"Washington County, Vermont",532
"Washington County, Wisconsin",304
"Washita County, Oklahoma",1046
"Washoe County, Nevada",115
"Washtenaw County, Michigan",1206
"Watauga County, North Carolina",586
"Watonwan County, Minnesota",2342
"Waukesha County, Wisconsin",122
"Waupaca County, Wisconsin",573
"Waushara County, Wisconsin",856
"Wayne County, Georgia",2028
"Wayne County, Iowa",2656
"Wayne County, Illinois",2504
"Wayne County, Indiana",1445
"Wayne County, Kentucky",2069
"Wayne County, Michigan",1159
"Wayne County, Missouri",2110
"Wayne County, Mississippi",2239
"Wayne County, North Carolina",321
"Wayne County, Nebraska",2592
"Wayne County, New York",392
"Wayne County, Ohio",340
"Wayne County, Pennsylvania",570
"Wayne County, Tennessee",1903
"Wayne County, West Virginia",664
"Waynesboro City County, Virginia",903
"Weakley County, Tennessee",1671
"Webb County, Texas",1240
"Weber County, Utah",1245
"Webster County, Georgia",2806
"Webster County, Iowa",711
"Webster County, Kentucky",2578
"Webster County, Louisiana",2474
"Webster County, Missouri",1653
"Webster County, Mississippi",2678
"Webster County, Nebraska",1144
"Webster County, West Virginia",2880
"Weld County, Colorado",173
"Wells County, Indiana",1761
"Wells County, North Dakota",2963
"West Baton Rouge County, Louisiana",2210
"West Carroll County, Louisiana",2705
"West Feliciana County, Louisiana",2513
"Westchester County, New York",32
"Westmoreland County, Pennsylvania",131
"Westmoreland County, Virginia",956
"Weston County, Wyoming",2418
"Wetzel County, West Virginia",2637
"Wexford County, Michigan",1704
"Wharton County, Texas",1603
"Whatcom County, Washington",209
"Wheatland County, Montana",3043
"Wheeler County, Georgia",2766
"Wheeler County, Nebraska",2829
"Wheeler County, Oregon",2692
"Wheeler County, Texas",2933
"White Pine County, Nevada",2130
"White County, Arkansas",448
"White County, Georgia",1765
"White County, Illinois",2728
"White County, Indiana",1809
"White County, Tennessee",1787
"Whiteside County, Illinois",1484
"Whitfield County, Georgia",1360
"Whitley County, Indiana",1692
"Whitley County, Kentucky",2022
"Whitman County, Washington",1571
"Wibaux County, Montana",3075
"Wichita County, Kansas",3040
"Wichita County, Texas",1322
"Wicomico County, Maryland",380
"Wilbarger County, Texas",2310
"Wilcox County, Alabama",2735
"Wilcox County, Georgia",2693
"Wilkes County, Georgia",2128
"Wilkes County, North Carolina",1444
"Wilkin County, Minnesota",2775
"Wilkinson County, Georgia",2538
"Wilkinson County, Mississippi",2876
"Will County, Illinois",1180
"Willacy County, Texas",2491
"Williams County, North Dakota",2223
"Williams County, Ohio",716
"Williamsburg City County, Virginia",1013
"Williamsburg County, South Carolina",751
"Williamson County, Illinois",1456
"Williamson County, Tennessee",226
"Williamson County, Texas",1200
"Wilson County, Kansas",2367
"Wilson County, North Carolina",432
"Wilson County, Tennessee",341
"Wilson County, Texas",1585
"Winchester City County, Virginia",831
"Windham County, Connecticut",329
"Windham County, Vermont",644
"Windsor County, Vermont",546
"Winkler County, Texas",2899
"Winn County, Louisiana",2700
"Winnebago County, Iowa",1062
"Winnebago County, Illinois",1219
"Winnebago County, Wisconsin",244
"Winneshiek County, Iowa",900
"Winona County, Minnesota",580
"Winston County, Alabama",857
"Winston County, Mississippi",2250
"Wirt County, West Virginia",2784
"Wise County, Texas",534
"Wise County, Virginia",680
"Wolfe County, Kentucky",2767
"Wood County, Ohio",315
"Wood County, Texas",1595
"Wood County, Wisconsin",458
"Wood County, West Virginia",415
"Woodbury County, Iowa",364
"Woodford County, Illinois",1626
"Woodford County, Kentucky",1800
"Woodruff County, Arkansas",1109
"Woods County, Oklahoma",2378
"Woodson County, Kansas",2995
"Woodward County, Oklahoma",924
"Worcester County, Massachusetts",51
"Worcester County, Maryland",581
"Worth County, Georgia",2229
"Worth County, Iowa",2610
"Worth County, Missouri",3042
"Wright County, Iowa",1029
"Wright County, Minnesota",316
"Wright County, Missouri",1878
"Wyandot County, Ohio",2221
"Wyandotte County, Kansas",1284
"Wyoming County, New York",670
"Wyoming County, Pennsylvania",810
"Wyoming County, West Virginia",2209
"Wythe County, Virginia",797
"Yadkin County, North Carolina",708
"Yakima County, Washington",179
"Yalobusha County, Mississippi",2322
"Yamhill County, Oregon",374
"Yancey County, North Carolina",950
"Yankton County, South Dakota",2488
"Yates County, New York",842
"Yavapai County, Arizona",199
"Yazoo County, Mississippi",2190
"Yell County, Arkansas",891
"Yellow Medicine County, Minnesota",2534
"Yellowstone County, Montana",1294
"Yoakum County, Texas",2890
"Yolo County, California",210
"York County, Maine",216
"York County, Nebraska",2306
"York County, Pennsylvania",110
"York County, South Carolina",189
"York County, Virginia",494
"Young County, Texas",2256
"Yuba County, California",467
"Yuma County, Arizona",217
"Yuma County, Colorado",1075
"Zapata County, Texas",2850
"Zavala County, Texas",2675
